"(44542, 14.147199817579214)","(44541, 13.037027194883974)","(112905, 11.491175930776771)","(88378, 11.378740783806188)","(88194, 11.054260315308456)","(88375, 10.950173884316275)","(88371, 10.45782191846931)","(88254, 9.594984567402545)","(88468, 8.294690757791155)","(88196, 7.900249391378752)","(85129, 7.640718869367638)","(72584, 7.03946148369698)","(88368, 6.873046613022721)","(88370, 5.988269199085893)","(88466, 5.008288231417667)","(88200, 4.923474837359926)","(88198, 4.762183425685876)","(88261, 4.7234983635970265)","(44554, 4.336041552599105)","(88179, 3.0268867335538174)"
No,No,No,Relevant,No,Relevant,Relevant,No,Relevant,Relevant,No,No,Relevant,Relevant,Relevant,No,Relevant,No,No,Relevant
