1,2,3,4,5,6,7,8,9,10
   The Bajorans have fought for their    freedom before.  It makes sense that    they would fight for it again.,   The Bajorans have fought for their    freedom before.  It makes sense that    they would fight for it again.,   The Bajorans have fought for their    freedom before.  It makes sense that    they would fight for it again.,   The Bajorans have fought for their    freedom before.  It makes sense that    they would fight for it again.,   The Bajorans have fought for their    freedom before.  It makes sense that    they would fight for it again.,   Freedom! Freedom! Freedom!   Freedom! ,   Freedom! Freedom! Freedom!   Freedom! ,   Freedom! Freedom! Freedom!   Freedom! ,   Freedom! Freedom! Freedom!   Freedom! ,   Freedom! Freedom! Freedom!   Freedom! 
