Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,line,character,quote,scene,location,view,episode,date,series,file,sentiment
26012,26012,26012,26012,18,SISKO,"No, they can't. But fortunately we're not the only ones the Dominion has to contend with right now.",2    INT. WARDROOM,WARDROOM,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26013,26013,26013,26013,19,ROSS,Damar's resistance movement...,2    INT. WARDROOM,WARDROOM,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26014,26014,26014,26014,20,ROMULAN,What's left of it. Half his troops were killed in their assault on Rondac.,2    INT. WARDROOM,WARDROOM,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26015,26015,26015,26015,21,SISKO,"They may have failed to capture Rondac, but the attack sent a message to the Cardassian people.",2    INT. WARDROOM,WARDROOM,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26016,26016,26016,26016,22,SISKO ,"If the rebels can show them that they have a chance of succeeding, their support will grow.",2    INT. WARDROOM,WARDROOM,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26017,26017,26017,26017,23,ROMULAN,Does the rebellion have a chance of succeeding?,2    INT. WARDROOM,WARDROOM,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26018,26018,26018,26018,24,SISKO,"Yes, but they need to adjust their tactics -- concentrate on small-scale hit-and-run attacks, sabotaging key facilities...",2    INT. WARDROOM,WARDROOM,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26019,26019,26019,26019,25,ROSS,Damar's a by-the-book soldier. Does he have any experience waging that kind of campaign?,2    INT. WARDROOM,WARDROOM,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26020,26020,26020,26020,26,SISKO,"No, he doesn't. That's why we need to send him someone who does...",2    INT. WARDROOM,WARDROOM,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26021,26021,26021,26021,27,KIRA,You want me to go behind enemy lines and teach a bunch of Cardassians how to be resistance fighters?,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26022,26022,26022,26022,28,SISKO,I'm aware of the irony. But the tactics you used to drive the Cardassians off Bajor are exactly what this situation calls for.,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26023,26023,26023,26023,29,KIRA,But to work with Damar? He's a murderer. When he killed Ziyal -- he murdered an innocent girl.,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26024,26024,26024,26024,30,SISKO,You're going to have to put your personal feelings aside. Whether you like Damar or not is irrelevant. We need him. (laying it out for her) The Dominion knows it has to stop his rebellion before it spreads. It's your job to make sure they don't. It's as simple as that.,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26025,26025,26025,26025,31,KIRA,"Yes, sir. I understand Damar and his men went into hiding after the attack on Rondac. Any idea how we can locate them?",3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26026,26026,26026,26026,32,SISKO,I suggest you talk to Mister Garak about that.,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26027,26027,26027,26027,33,KIRA,Garak?,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26028,26028,26028,26028,34,SISKO,"He still has contacts on Cardassia. In fact if I were you, I'd ask him to join your team. He could be useful.",3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26029,26029,26029,26029,35,KIRA,"Damar, now Garak... should be an",3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26030,26030,26030,26030,36,BASHIR,"... it's very difficult to keep a supply of synthetic organs on hand in a battlefield situation. You never know how many livers you're going to need, how many hearts --",5    INT. INFIRMARY,INFIRMARY,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26031,26031,26031,26031,37,ODO,I can imagine. But what does that have to do with me?,5    INT. INFIRMARY,INFIRMARY,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26032,26032,26032,26032,38,BASHIR,"Well you see, the Holy Grail of organ replacement is to come up with a way to inject the patient with undifferentiated tissue that can become whatever organ is needed. The problem is --",5    INT. INFIRMARY,INFIRMARY,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26033,26033,26033,26033,39,ODO,"Doctor, get to the point.",5    INT. INFIRMARY,INFIRMARY,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26034,26034,26034,26034,40,BASHIR,Can I borrow a cup of goo?,5    INT. INFIRMARY,INFIRMARY,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26035,26035,26035,26035,41,ODO,Excuse me?,5    INT. INFIRMARY,INFIRMARY,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26036,26036,26036,26036,42,BASHIR,I promise I'll give it back.,5    INT. INFIRMARY,INFIRMARY,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26037,26037,26037,26037,43,BASHIR,I just want to study your,5    INT. INFIRMARY,INFIRMARY,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26038,26038,26038,26038,44,ODO,(putting it together) To use for organ replacement...,5    INT. INFIRMARY,INFIRMARY,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26039,26039,26039,26039,45,BASHIR,Exactly.,5    INT. INFIRMARY,INFIRMARY,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26040,26040,26040,26040,46,ODO,Can't you just... scan me or something?,5    INT. INFIRMARY,INFIRMARY,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26041,26041,26041,26041,47,BASHIR,I need a sample... (off Odo's hesitation) It's for a good cause.,5    INT. INFIRMARY,INFIRMARY,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26042,26042,26042,26042,48,ODO,"All right, Doctor...",5    INT. INFIRMARY,INFIRMARY,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26043,26043,26043,26043,49,BASHIR,Just a tad more...,5    INT. INFIRMARY,INFIRMARY,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26044,26044,26044,26044,50,BASHIR,Thank you.,5    INT. INFIRMARY,INFIRMARY,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26045,26045,26045,26045,51,ODO,I'm going to want that back as soon as Kira and I return from our mission.,5    INT. INFIRMARY,INFIRMARY,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26046,26046,26046,26046,52,ODO,She thought I might be useful.,5    INT. INFIRMARY,INFIRMARY,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26047,26047,26047,26047,53,BASHIR,When do you leave?,5    INT. INFIRMARY,INFIRMARY,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26048,26048,26048,26048,54,ODO,As soon as Garak is able to locate Damar.,5    INT. INFIRMARY,INFIRMARY,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26049,26049,26049,26049,55,WINN,"I'm very concerned. It's not like Solbor to disappear like this. Please, do whatever it takes to find him.",9    INT. KAI WINN'S OFFICE,KAI WINN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26050,26050,26050,26050,56,DUKAT,Well done. I almost believed you myself.,9    INT. KAI WINN'S OFFICE,KAI WINN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26051,26051,26051,26051,57,WINN,How like a Cardassian to find amusement in an old man's death. You don't know how much I regret having to kill him.,9    INT. KAI WINN'S OFFICE,KAI WINN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26052,26052,26052,26052,58,DUKAT,He was going to expose us. (reaching to touch her) No one can be allowed to stand in our way...,9    INT. KAI WINN'S OFFICE,KAI WINN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26053,26053,26053,26053,59,WINN,"Remember your place, Dukat.",9    INT. KAI WINN'S OFFICE,KAI WINN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26054,26054,26054,26054,60,DUKAT,I thought my place was in your bed...,9    INT. KAI WINN'S OFFICE,KAI WINN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26055,26055,26055,26055,61,WINN,That was before I knew who you were.,9    INT. KAI WINN'S OFFICE,KAI WINN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26056,26056,26056,26056,62,WINN,But they can't change what you did. Do you really think I could let myself be touched by a man,9    INT. KAI WINN'S OFFICE,KAI WINN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26057,26057,26057,26057,63,DUKAT,"When we release the Pah-wraiths from the fire caves, your hands will be stained as well.",9    INT. KAI WINN'S OFFICE,KAI WINN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26058,26058,26058,26058,64,WINN,The Pah-wraiths will spare those who are worthy. The rest... are of no consequence.,9    INT. KAI WINN'S OFFICE,KAI WINN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26059,26059,26059,26059,65,DUKAT,You've been studying that for days... perhaps I could help?,9    INT. KAI WINN'S OFFICE,KAI WINN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26060,26060,26060,26060,66,WINN,The text of the Kosst Amojan is for my eyes alone...,9    INT. KAI WINN'S OFFICE,KAI WINN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26061,26061,26061,26061,67,DUKAT,Have you learned what we have to do to release the Pah-wraiths?,9    INT. KAI WINN'S OFFICE,KAI WINN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26062,26062,26062,26062,68,WINN,Only that it's not a simple matter... Leave me. I've had enough of your distractions.,9    INT. KAI WINN'S OFFICE,KAI WINN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26063,26063,26063,26063,69,ROSS,-- when is Gowron's ship due to arrive?,11   INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26064,26064,26064,26064,70,SISKO,In the morning.,11   INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26065,26065,26065,26065,71,ROSS,Martok seems a little nervous about the ceremony.,11   INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26066,26066,26066,26066,72,SISKO,"The Chancellor is coming all the way from Kronos to induct him into the Order of Kahless... I'd be nervous, too.",11   INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26067,26067,26067,26067,73,KIRA,Good news. Garak was able to contact Damar.,11   INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26068,26068,26068,26068,74,GARAK,He provided us with his location and requested assistance as soon as possible.,11   INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26069,26069,26069,26069,75,KIRA,"With your permission, I'd like to depart first thing tomorrow.",11   INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26070,26070,26070,26070,76,SISKO,By all means.,11   INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26071,26071,26071,26071,77,GARAK,There is one other thing...,11   INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26072,26072,26072,26072,78,SISKO,Yes?,11   INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26073,26073,26073,26073,79,GARAK,Damar expressed certain concerns when I told him Colonel Kira was going to be leading this mission.,11   INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26074,26074,26074,26074,80,KIRA,If he wants to defeat the Dominion -- (with a glance Sisko's way) He's going to have to put his feelings aside.,11   INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26075,26075,26075,26075,81,GARAK,"He's willing to do that, he knows your skills would be useful. But he's concerned that his men would see your uniform as an affront. We Cardassians are a proud people. Losing Bajor to a ragtag band of terrorists -- no offense -- was a humiliation. Simply put, taking on a Bajoran officer as an advisor would undermine his authority.",11   INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26076,26076,26076,26076,82,ROSS,"I'm sorry, colonel. We'll have to send someone else to head up the mission.",11   INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26077,26077,26077,26077,83,SISKO,"No, sir. Colonel Kira is the best person for the job. There's another way around this problem.",11   INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26078,26078,26078,26078,84,ODO,I don't know...,12   INT. SECURITY OFFICE ,SECURITY OFFICE ,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26079,26079,26079,26079,85,ODO,Do you really think it's going to make a difference to the Cardassians that you've been given a Starfleet commission? You're still a Bajoran.,12   INT. SECURITY OFFICE ,SECURITY OFFICE ,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26080,26080,26080,26080,86,KIRA,A Bajoran with the authority to speak on behalf of the Federation.,12   INT. SECURITY OFFICE ,SECURITY OFFICE ,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26081,26081,26081,26081,87,GARAK,"You do realize you're going to have to do something about your ""uniform,"" as well?",12   INT. SECURITY OFFICE ,SECURITY OFFICE ,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26082,26082,26082,26082,88,ODO,I was afraid you were going to say that...,12   INT. SECURITY OFFICE ,SECURITY OFFICE ,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26083,26083,26083,26083,89,ODO,Well?,12   INT. SECURITY OFFICE ,SECURITY OFFICE ,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26084,26084,26084,26084,90,GARAK,It's a little... drab.,12   INT. SECURITY OFFICE ,SECURITY OFFICE ,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26085,26085,26085,26085,91,ODO,It's how I appeared when I worked for the Cardassians.,12   INT. SECURITY OFFICE ,SECURITY OFFICE ,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26086,26086,26086,26086,92,GARAK,"It should put them at ease, anyway.",12   INT. SECURITY OFFICE ,SECURITY OFFICE ,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26087,26087,26087,26087,93,GARAK,I wonder if Doctor Bashir could help us with that nose of yours?,12   INT. SECURITY OFFICE ,SECURITY OFFICE ,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26088,26088,26088,26088,94,KIRA,I'm only willing to go so far. Damar's men are just going to have to get used to the idea of having me around.,12   INT. SECURITY OFFICE ,SECURITY OFFICE ,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26089,26089,26089,26089,95,GARAK,"They'll tolerate you. To a point. But if I were you, I'd watch my back. See you in the morning.",12   INT. SECURITY OFFICE ,SECURITY OFFICE ,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26090,26090,26090,26090,96,RUSOT,You see the problem.,16   INT. DAMAR'S BASE - CAVERN,DAMAR'S BAS,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26091,26091,26091,26091,97,DAMAR,Our food supplies are running low.,16   INT. DAMAR'S BASE - CAVERN,DAMAR'S BAS,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26092,26092,26092,26092,98,RUSOT,We'll have to cut back our rations until we get hold of some food replicators.,16   INT. DAMAR'S BASE - CAVERN,DAMAR'S BAS,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26093,26093,26093,26093,99,DAMAR,"When I spoke to Garak, I told him to bring some.",16   INT. DAMAR'S BASE - CAVERN,DAMAR'S BAS,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26094,26094,26094,26094,100,RUSOT,Federation food replicators?,16   INT. DAMAR'S BASE - CAVERN,DAMAR'S BAS,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26095,26095,26095,26095,101,DAMAR,"Rusot, we're in no position to turn down help -- no matter where it comes from.",16   INT. DAMAR'S BASE - CAVERN,DAMAR'S BAS,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,-0.1531
26096,26096,26096,26096,102,RUSOT,"Taking help from the Federation is bad enough, but having to take it from that Bajoran terrorist...",16   INT. DAMAR'S BASE - CAVERN,DAMAR'S BAS,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26097,26097,26097,26097,103,DAMAR,"Kira Nerys has certain ""skills"" she's willing to teach us. ""Skills"" we'll need if we're going to defeat the Dominion.",16   INT. DAMAR'S BASE - CAVERN,DAMAR'S BAS,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26098,26098,26098,26098,104,RUSOT,"I don't believe what I'm hearing. When we were stationed on Terok Nor, you spent hours telling me how much you despised her.",16   INT. DAMAR'S BASE - CAVERN,DAMAR'S BAS,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26099,26099,26099,26099,105,DAMAR,"I did hate her. But that's a luxury I can no longer afford. And neither can you. I need your support in this, my friend.",16   INT. DAMAR'S BASE - CAVERN,DAMAR'S BAS,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26100,26100,26100,26100,106,MARTOK,Maybe I shouldn't wear the kro'jek...,18   INT. MARTOK'S OFFICE,MARTOK'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26101,26101,26101,26101,107,MARTOK,Look at me! Fussing like a woman! It's ridiculous.,18   INT. MARTOK'S OFFICE,MARTOK'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26102,26102,26102,26102,108,WORF,Gowron is according you a great honor. There is no shame in,18   INT. MARTOK'S OFFICE,MARTOK'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26103,26103,26103,26103,109,MARTOK,What if I make a mistake during the ceremony tomorrow... ?,18   INT. MARTOK'S OFFICE,MARTOK'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26104,26104,26104,26104,110,WORF,I'll help you memorize the proper responses.,18   INT. MARTOK'S OFFICE,MARTOK'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26105,26105,26105,26105,111,MARTOK,"I tell you, my friend... I'd rather be going into battle than doing this...",18   INT. MARTOK'S OFFICE,MARTOK'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26106,26106,26106,26106,112,WORF,That is why you are being honored. Because you've fought the Dominion with all your heart. Your name is known throughout the Empire. They sing songs of your exploits. You've earned this.,18   INT. MARTOK'S OFFICE,MARTOK'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26107,26107,26107,26107,113,COM,Ops to General Martok. You asked to be notified when Chancellor Gowron's ship arrived.,18   INT. MARTOK'S OFFICE,MARTOK'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26108,26108,26108,26108,114,MARTOK,Acknowledged.,18   INT. MARTOK'S OFFICE,MARTOK'S OFFICE,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26109,26109,26109,26109,115,SISKO,"Welcome to Deep Space Nine, chancellor.",19   INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26110,26110,26110,26110,116,GOWRON,"It's been too long, captain.",19   INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26111,26111,26111,26111,117,SISKO,You know Admiral Ross.,19   INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26112,26112,26112,26112,118,ROSS,We met at Khitomer.,19   INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26113,26113,26113,26113,119,GOWRON,"Of course, admiral. Martok!",19   INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26114,26114,26114,26114,120,GOWRON,(grabbing his shoulders) The man I came to honor!,19   INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26115,26115,26115,26115,121,GOWRON,The Son of Mogh...,19   INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26116,26116,26116,26116,122,WORF,Chancellor...,19   INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26117,26117,26117,26117,123,GOWRON,(to Martok; suspicious) They say you've made him part of your House...,19   INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26118,26118,26118,26118,124,MARTOK,It's true.,19   INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.4215
26119,26119,26119,26119,125,GOWRON,"Then what's past is past! If Martok considers you his brother, that's all I need to know.",19   INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26120,26120,26120,26120,126,GOWRON,Come! I brought a barrel of the finest bloodwine and it must be drunk tonight!,19   INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,-0.4559
26121,26121,26121,26121,127,SISKO,I guess we're not invited...,19   INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26122,26122,26122,26122,128,BASHIR,"I finally tracked her down in Quark's and said flat out, ""Ezri, why have you been avoiding me?"" She was just about to answer when I got called away.",20   INT. INFIRMARY (VPB),INFIRMARY,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26123,26123,26123,26123,129,O'BRIEN,I haven't noticed her avoiding you. Are you sure you're not imagining things?,20   INT. INFIRMARY (VPB),INFIRMARY,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26124,26124,26124,26124,130,BASHIR,I haven't crossed paths with her in days.,20   INT. INFIRMARY (VPB),INFIRMARY,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
26125,26125,26125,26125,131,O'BRIEN,"Neither have I. It's a big station. The truth is you want to spend more time with her, so it seems like she's never around.",20   INT. INFIRMARY (VPB),INFIRMARY,INT.,When it Rains... ,1999-02-16,Deep Space Nine,571.txt,0.0
