Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,line,character,quote,scene,location,view,episode,date,series,file,sentiment
74030,74030,74030,74030,331,BEVERLY,"You're being very unfair, Wesley...",68   INT. DATA'S QUARTERS,DATA'S QUARTERS,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74031,74031,74031,74031,332,WESLEY,"Data, the Crystal Thing is outside close to the ship... and Lore is loose somewhere inside.",68   INT. DATA'S QUARTERS,DATA'S QUARTERS,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74032,74032,74032,74032,333,BEVERLY,How badly are you hurt... Data?,68   INT. DATA'S QUARTERS,DATA'S QUARTERS,INT.,Datalore,1987-10-26,The Next Generation,114.txt,-0.4767
74033,74033,74033,74033,334,DATA,"I will function sufficiently to stop Lore, Doctor...",68   INT. DATA'S QUARTERS,DATA'S QUARTERS,INT.,Datalore,1987-10-26,The Next Generation,114.txt,-0.296
74034,74034,74034,74034,335,DATA,"Whatever happens, it is important that you two stay away from him. Do not try to help me.",69   INT. CORRIDOR TO CARGO THREE,CORRIDOR TO CARGO THREE,INT.,Datalore,1987-10-26,The Next Generation,114.txt,-0.1174
74035,74035,74035,74035,336,LORE ,"Good, you understand perfectly so far. Next, I'll signal I'm about to transport something out...",70   INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74036,74036,74036,74036,337,LORE,"... at which time the deflector shields will turn off for a moment, and if you move in at that time...",70   INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74037,74037,74037,74037,338,DATA,"How sad, dear brother. You have made me wish I were an only child.",70   INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74038,74038,74038,74038,339,LORE,"Then why this marvelous gift, my brother? The troublesome little man-child. Are you prepared for the kind of death you've earned, little man?",70   INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74039,74039,74039,74039,340,BEVERLY,If you take one step toward my son...,70   INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74040,74040,74040,74040,341,LORE,"Ah, motherhood! Back off or I'll turn your little man into a torch!",70   INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74041,74041,74041,74041,342,LORE,"I promise him exquisite pain unless you obey me too, dear brother.",70   INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74042,74042,74042,74042,343,BEVERLY,"Move away, Data, please!",70   INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74043,74043,74043,74043,344,LORE,"Do you see now the advantages of being completely human? It includes kindness. I give you your life, Doctor. Go, quickly and I may not injure your son at all.",70   INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74044,74044,74044,74044,345,DATA,"I will stay with Wesley, Doctor.",70   INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74045,74045,74045,74045,346,LORE,Go! Or he'll be shrieking on the count of five. One... two...,70   INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74046,74046,74046,74046,347,BEVERLY,"I'll bring help, Wesley.",70   INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74047,74047,74047,74047,348,LORE,"Thank you for my human quality, Doctor Soong. Now a small payment for your son's misdeeds.",70   INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74048,74048,74048,74048,349,WESLEY,Mom!,70   INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74049,74049,74049,74049,350,DATA,"Stay back, Wesley! Help me some other way!",70   INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74050,74050,74050,74050,351,DATA,Wesley... now!,70   INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74051,74051,74051,74051,352,WESLEY,"Lore's gone, sir, permanently!",70   INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74052,74052,74052,74052,353,PICARD,"Now that your son's safe, Doctor, report immediately to Sickbay.",70   INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.4404
74053,74053,74053,74053,354,RIKER,Captain... The crystal thing has begun to move away.,70   INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74054,74054,74054,74054,355,PICARD,"(continuing; beat; eyeing him) Data, get rid of that damned twitch! And put on a correct uniform.",79B  INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,-0.4389
74055,74055,74055,74055,356,DATA,"Yes, Captain.",79B  INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74056,74056,74056,74056,357,PICARD,And Ensign Crusher... ... are you able to return to duty now?,79B  INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74057,74057,74057,74057,358,WESLEY,"Yes, sir!",79B  INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74058,74058,74058,74058,359,PICARD,Then do so! Let the bridge know all is well down here.,79B  INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74059,74059,74059,74059,360,RIKER,"It's gone, sir. Without Lore, it had no way to reach us.",79B  INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74060,74060,74060,74060,361,PICARD,"And we're overdue for our computer refit. Number One, have you ever considered whether Data is more human, or less human than we want?",79B  INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74061,74061,74061,74061,362,RIKER,"I only wish we were as well balanced, sir.",79B  INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74062,74062,74062,74062,363,PICARD,Agreed!,79B  INT. CARGO THREE TRANSPORTER ROOM,CARGO THREE TRANSPORTER ROOM,INT.,Datalore,1987-10-26,The Next Generation,114.txt,0.0
74063,74063,74063,74063,0,TROI,You're worried.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74064,74064,74064,74064,1,PICARD,With reason.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74065,74065,74065,74065,2,TROI,"About Worf, or about Commander Riker?",2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74066,74066,74066,74066,3,PICARD,Both. I think perhaps it is best to be ignorant of certain elements of the Klingon psyche.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74067,74067,74067,74067,4,RIKER,"Above, look out!",3    INT. HOLODECK - DEMOLISHED AREA,HOLODEC,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74068,74068,74068,74068,5,RIKER,It's over.,3    INT. HOLODECK - DEMOLISHED AREA,HOLODEC,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74069,74069,74069,74069,6,RIKER,The exercise is over.,3    INT. HOLODECK - DEMOLISHED AREA,HOLODEC,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74070,74070,74070,74070,7,RIKER,"At ease, Lieutenant!",3    INT. HOLODECK - DEMOLISHED AREA,HOLODEC,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74071,74071,74071,74071,8,RIKER,Exit Holodeck.,3    INT. HOLODECK - DEMOLISHED AREA,HOLODEC,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74072,74072,74072,74072,9,RIKER,You do this every day?,3    INT. HOLODECK - DEMOLISHED AREA,HOLODEC,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74073,74073,74073,74073,10,WORF,"No -- usually my calisthenics are more... (he searches for the right word, then settles for) ... intense, but those sessions are too personal to be shared.",3    INT. HOLODECK - DEMOLISHED AREA,HOLODEC,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74074,74074,74074,74074,11,RIKER,I'll bet they are.,3    INT. HOLODECK - DEMOLISHED AREA,HOLODEC,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74075,74075,74075,74075,12,WORF ,Computer. Program complete -- save.,3    INT. HOLODECK - DEMOLISHED AREA,HOLODEC,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74076,74076,74076,74076,13,WORF,Coming Commander?,3    INT. HOLODECK - DEMOLISHED AREA,HOLODEC,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74077,74077,74077,74077,14,RIKER,Right behind you.,3    INT. HOLODECK - DEMOLISHED AREA,HOLODEC,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74078,74078,74078,74078,15,PICARD ,"Captain's log, Stardate 42193.6. We are on a long reach toward the Morgana Quadrant, a section of the galaxy which has yet to be visited by a manned Federation vessel. We are using the time to further detail the charts of this region.",29   EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74079,74079,74079,74079,16,DATA,"There it is again. An area of ""blackness.""",30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74080,74080,74080,74080,17,RIKER,"It appears, then disappears, then reappears. There is no predictable pattern -- no sequence.",30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74081,74081,74081,74081,18,PICARD,On screen.,30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74082,74082,74082,74082,19,RIKER,There it is.,30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74083,74083,74083,74083,20,PICARD,I can't see anything. Magnify section two-eight-five.,30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74084,74084,74084,74084,21,WESLEY,"There -- it looks like a ""hole"" in space.",30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74085,74085,74085,74085,22,PICARD,"We're acquainted with the ""wormhole"" phenomenon. This appears quite different.",30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74086,74086,74086,74086,23,PICARD,What do sensors indicate?,30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74087,74087,74087,74087,24,DATA,Nothing.,30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74088,74088,74088,74088,25,RIKER,Nothing?,30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74089,74089,74089,74089,26,PICARD,"I'm sure you must mean it's empty of matter, Mister Data. There is always some energy form at work...",30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74090,74090,74090,74090,27,DATA,"Sir, our sensors are showing that to be an absence of everything. It is a void without matter or energy of any kind.",30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74091,74091,74091,74091,28,RIKER,"Yet, this ""hole"" has a form, Data. It has height, width...",30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74092,74092,74092,74092,29,DATA,Perhaps. Perhaps not.,30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74093,74093,74093,74093,30,PICARD,"That is hardly a scientific observation, Commander.",30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74094,74094,74094,74094,31,DATA,"Sir, the most elementary and valuable statement in science... the beginning of wisdom... is: ""I do not know."" I do not know what that is.",30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74095,74095,74095,74095,32,WESLEY,"Captain, if this were any ordinary kind of hole in space... ... wouldn't we be able to see what's behind it?",30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74096,74096,74096,74096,33,PICARD,Counselor?,30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74097,74097,74097,74097,34,TROI,"I can feel nothing from it, sir, if that's what you're asking.",30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74098,74098,74098,74098,35,RIKER,Data -- is there any record of any occurrence even vaguely similar to this?,30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74099,74099,74099,74099,36,PICARD,"""Similar"" in even the slightest way.",30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74100,74100,74100,74100,37,DATA,Accessing. Negative. There is no record of any Federation vessel encountering anything remotely like this.,30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74101,74101,74101,74101,38,PICARD,"I believe we have time for a closer look, Number One.",30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74102,74102,74102,74102,39,RIKER,"Concur. Ensign, slow to one-half impulse. Adjust course to intercept this... this whatever it is.",30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74103,74103,74103,74103,40,PICARD,Scanning and recording as we go.,30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74104,74104,74104,74104,41,WESLEY,"Changing course to intercept in... in twelve minutes, sir.",30   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74105,74105,74105,74105,42,PICARD,Let's send a probe into it.,34   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74106,74106,74106,74106,43,RIKER,"Worf, prepare a scanner probe. Let's see what's in there.",34   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74107,74107,74107,74107,44,PICARD,"Close enough, Ensign. Hold this position.",34   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74108,74108,74108,74108,45,WESLEY,"Aye, sir. Holding this position.",34   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74109,74109,74109,74109,46,RIKER,"You may launch the probe when ready, Mister Worf.",34   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74110,74110,74110,74110,47,DATA,All the probe's systems are functioning perfectly.,36   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74111,74111,74111,74111,48,WORF,It's gone.,36   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74112,74112,74112,74112,49,PICARD,"What happened, Data?",36   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74113,74113,74113,74113,50,DATA,Unknown.,36   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74114,74114,74114,74114,51,WORF,"Recommend we go to a Yellow Alert, sir.",36   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74115,74115,74115,74115,52,PICARD,Why?,36   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74116,74116,74116,74116,53,WORF,"Sorry, sir, it's...",36   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74117,74117,74117,74117,54,PICARD,Explain.,36   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74118,74118,74118,74118,55,PICARD,"This starship operates best, Mister Worf, when we all know what is on each other's minds.",36   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74119,74119,74119,74119,56,WORF,My thoughts... were of an old Klingon legend of... of a gigantic black space creature which was said to devour entire vessels...,36   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74120,74120,74120,74120,57,RIKER,Devours vessels?,36   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74121,74121,74121,74121,58,WORF,"Sorry, Commander. I agree that these are thoughts hardly worthy of a trained and practical security officer.",36   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74122,74122,74122,74122,59,PICARD,"Launch another probe, Mister Worf. This time a Class One with full sensor array.",36   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74123,74123,74123,74123,60,WORF,"Launching, sir.",36   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74124,74124,74124,74124,61,RIKER,Happened even more quickly.,38   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74125,74125,74125,74125,62,WORF,"Recommend we fire a photon torpedo, Captain.",38   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
74126,74126,74126,74126,63,PICARD,Negative.,38   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Where Silence Has Lease,1988-09-27,The Next Generation,128.txt,0.0
